%time,field.header.seq,field.header.stamp,field.header.frame_id,field.id,field.is_rtr,field.is_extended,field.is_error,field.dlc
1704781133130496653,516722,1704781133130314008,,0,0,0,0,0
1704781133130525561,516723,1704781133130359690,,515,0,0,0,8
1704781133130742972,516724,1704781133130629729,,520,0,0,0,8
1704781133131119927,516725,1704781133130968413,,521,0,0,0,8
1704781133140831493,516726,1704781133140524849,,1554,0,0,0,8
1704781133150516634,516727,1704781133150354655,,0,0,0,0,0
1704781133160651011,516728,1704781133160413336,,514,0,0,0,8
1704781133160703818,516729,1704781133160572364,,513,0,0,0,8
1704781133161104927,516730,1704781133160902133,,515,0,0,0,8
1704781133161214226,516731,1704781133161082516,,520,0,0,0,8
1704781133161464287,516732,1704781133161328125,,1554,0,0,0,8
1704781133161716928,516733,1704781133161579392,,521,0,0,0,8
1704781133171648950,516734,1704781133171122431,,0,0,0,0,0
1704781133183164809,516735,1704781133182634581,,1554,0,0,0,8
1704781133191170251,516736,1704781133190118044,,514,0,0,0,8
1704781133191223476,516737,1704781133190203926,,513,0,0,0,8
1704781133191347834,516738,1704781133190600117,,515,0,0,0,8
1704781133191359842,516739,1704781133190735482,,520,0,0,0,8
1704781133191432736,516740,1704781133190989695,,521,0,0,0,8
1704781133191485683,516741,1704781133191160505,,0,0,0,0,0
1704781133201174656,516742,1704781133200538039,,608,0,0,0,8
1704781133201352569,516743,1704781133200795814,,609,0,0,0,8
1704781133201387779,516744,1704781133200893117,,1554,0,0,0,8
1704781133211198233,516745,1704781133210640607,,0,0,0,0,0
1704781133215232419,516746,1704781133214715397,,16,0,0,0,3
1704781133215267699,516747,1704781133214760790,,17,0,0,0,3
1704781133215303407,516748,1704781133214877848,,18,0,0,0,3
1704781133215309504,516749,1704781133215017973,,19,0,0,0,3
1704781133215420679,516750,1704781133215187252,,20,0,0,0,3
1704781133215627879,516751,1704781133215345454,,21,0,0,0,3
1704781133215692684,516752,1704781133215506420,,22,0,0,0,3
1704781133215922288,516753,1704781133215612846,,23,0,0,0,3
1704781133216040547,516754,1704781133215819627,,24,0,0,0,3
1704781133216112724,516755,1704781133215915827,,25,0,0,0,3
1704781133216369910,516756,1704781133216154387,,26,0,0,0,3
1704781133216447445,516757,1704781133216216105,,27,0,0,0,3
1704781133216598115,516758,1704781133216423535,,64,0,0,0,3
1704781133221164283,516759,1704781133220592654,,514,0,0,0,8
1704781133221188662,516760,1704781133220843405,,513,0,0,0,8
1704781133221330999,516761,1704781133221082370,,515,0,0,0,8
1704781133221617494,516762,1704781133221323437,,520,0,0,0,8
1704781133221639047,516763,1704781133221490022,,1554,0,0,0,8
1704781133221996680,516764,1704781133221766735,,521,0,0,0,8
1704781133231262631,516765,1704781133230946445,,0,0,0,0,0
1704781133242939760,516766,1704781133242549899,,1554,0,0,0,8
1704781133250423502,516767,1704781133250074217,,514,0,0,0,8
1704781133250665708,516768,1704781133250296356,,513,0,0,0,8
1704781133250698069,516769,1704781133250340013,,0,0,0,0,0
1704781133250722765,516770,1704781133250514735,,515,0,0,0,8
1704781133251021867,516771,1704781133250740462,,520,0,0,0,8
1704781133251332128,516772,1704781133251071859,,521,0,0,0,8
1704781133261059331,516773,1704781133260616799,,1554,0,0,0,8
1704781133271216566,516774,1704781133270895670,,0,0,0,0,0
1704781133280933680,516775,1704781133280521250,,514,0,0,0,8
1704781133281115930,516776,1704781133280777667,,513,0,0,0,8
1704781133281295026,516777,1704781133280993520,,515,0,0,0,8
1704781133281384338,516778,1704781133281172419,,520,0,0,0,8
1704781133281691580,516779,1704781133281436359,,521,0,0,0,8
1704781133281969104,516780,1704781133281683966,,1554,0,0,0,8
1704781133291061714,516781,1704781133290753035,,0,0,0,0,0
1704781133302978100,516782,1704781133302609775,,1554,0,0,0,8
1704781133310211678,516783,1704781133309863666,,514,0,0,0,8
1704781133310357976,516784,1704781133310030604,,513,0,0,0,8
1704781133310635969,516785,1704781133310318667,,515,0,0,0,8
1704781133310788855,516786,1704781133310527545,,520,0,0,0,8
1704781133310815292,516787,1704781133310560445,,0,0,0,0,0
1704781133311114934,516788,1704781133310815792,,521,0,0,0,8
1704781133311500679,516789,1704781133311204874,,608,0,0,0,8
1704781133311641095,516790,1704781133311391241,,609,0,0,0,8
1704781133315000188,516791,1704781133314650977,,16,0,0,0,3
1704781133315029883,516792,1704781133314727496,,17,0,0,0,3
1704781133315138438,516793,1704781133314887479,,18,0,0,0,3
1704781133315370241,516794,1704781133315106008,,19,0,0,0,3
1704781133315399940,516795,1704781133315147040,,20,0,0,0,3
1704781133315683411,516796,1704781133315366659,,21,0,0,0,3
1704781133315717534,516797,1704781133315409334,,22,0,0,0,3
1704781133315908560,516798,1704781133315575549,,23,0,0,0,3
1704781133316264723,516799,1704781133315991400,,24,0,0,0,3
1704781133316395130,516800,1704781133316040995,,25,0,0,0,3
1704781133316454463,516801,1704781133316105862,,26,0,0,0,3
1704781133316469469,516802,1704781133316188291,,27,0,0,0,3
1704781133316601311,516803,1704781133316361798,,64,0,0,0,3
1704781133320607890,516804,1704781133320380296,,1554,0,0,0,8
1704781133331594026,516805,1704781133331280188,,0,0,0,0,0
1704781133341081375,516806,1704781133340496224,,514,0,0,0,8
1704781133341122848,516807,1704781133340565134,,513,0,0,0,8
1704781133341141093,516808,1704781133340863959,,515,0,0,0,8
1704781133341457171,516809,1704781133341133005,,520,0,0,0,8
1704781133341821359,516810,1704781133341355503,,1554,0,0,0,8
1704781133341838531,516811,1704781133341547537,,521,0,0,0,8
1704781133350986770,516812,1704781133350703807,,0,0,0,0,0
1704781133363036217,516813,1704781133362526763,,1554,0,0,0,8
1704781133370286172,516814,1704781133369933807,,514,0,0,0,8
1704781133370361092,516815,1704781133370007217,,513,0,0,0,8
1704781133370637567,516816,1704781133370264746,,515,0,0,0,8
1704781133370953929,516817,1704781133370624368,,520,0,0,0,8
1704781133371108470,516818,1704781133370679051,,0,0,0,0,0
1704781133371119394,516819,1704781133370820705,,521,0,0,0,8
1704781133380846604,516820,1704781133380485464,,1554,0,0,0,8
1704781133392174360,516821,1704781133391590610,,0,0,0,0,0
1704781133400933817,516822,1704781133400491382,,514,0,0,0,8
1704781133400961456,516823,1704781133400614145,,513,0,0,0,8
1704781133401200922,516824,1704781133400831620,,515,0,0,0,8
1704781133401426362,516825,1704781133401099574,,520,0,0,0,8
1704781133401592182,516826,1704781133401315310,,1554,0,0,0,8
1704781133401905270,516827,1704781133401671749,,521,0,0,0,8
1704781133410948054,516828,1704781133410641608,,0,0,0,0,0
1704781133415007947,516829,1704781133414636988,,16,0,0,0,3
1704781133415032231,516830,1704781133414680305,,17,0,0,0,3
1704781133415130342,516831,1704781133414856455,,18,0,0,0,3
1704781133415168794,516832,1704781133414941075,,19,0,0,0,3
1704781133415386741,516833,1704781133415138294,,20,0,0,0,3
1704781133415486377,516834,1704781133415254627,,21,0,0,0,3
1704781133415626213,516835,1704781133415392564,,22,0,0,0,3
1704781133415859949,516836,1704781133415552451,,23,0,0,0,3
1704781133416038810,516837,1704781133415786765,,24,0,0,0,3
1704781133416110831,516838,1704781133415878518,,25,0,0,0,3
1704781133416295588,516839,1704781133416044017,,26,0,0,0,3
1704781133416455789,516840,1704781133416170807,,27,0,0,0,3
1704781133416541348,516841,1704781133416319676,,64,0,0,0,3
1704781133422775126,516842,1704781133422169668,,608,0,0,0,8
1704781133422894896,516843,1704781133422521389,,609,0,0,0,8
1704781133422912590,516844,1704781133422576693,,1554,0,0,0,8
1704781133430603570,516845,1704781133429979046,,514,0,0,0,8
1704781133430645256,516846,1704781133430047743,,513,0,0,0,8
1704781133430657335,516847,1704781133430356868,,515,0,0,0,8
1704781133431264720,516848,1704781133430774677,,520,0,0,0,8
1704781133431287887,516849,1704781133430886655,,521,0,0,0,8
1704781133431867425,516850,1704781133431439148,,0,0,0,0,0
1704781133441033863,516851,1704781133440521367,,1554,0,0,0,8
1704781133451401013,516852,1704781133451011891,,0,0,0,0,0
1704781133461048244,516853,1704781133460435118,,514,0,0,0,8
1704781133461225456,516854,1704781133460628548,,513,0,0,0,8
1704781133461255158,516855,1704781133460835339,,515,0,0,0,8
1704781133461532090,516856,1704781133461142717,,520,0,0,0,8
1704781133461839479,516857,1704781133461416105,,1554,0,0,0,8
1704781133462095414,516858,1704781133461709673,,521,0,0,0,8
1704781133471383662,516859,1704781133470954057,,0,0,0,0,0
1704781133482959041,516860,1704781133482402524,,1554,0,0,0,8
1704781133490727372,516861,1704781133489928893,,514,0,0,0,8
1704781133490788821,516862,1704781133490007172,,513,0,0,0,8
1704781133490810151,516863,1704781133490317858,,515,0,0,0,8
1704781133491231812,516864,1704781133490611635,,520,0,0,0,8
1704781133491291793,516865,1704781133490787243,,521,0,0,0,8
1704781133491958646,516866,1704781133491448361,,0,0,0,0,0
1704781133501049744,516867,1704781133500502990,,1554,0,0,0,8
1704781133511811963,516868,1704781133511323439,,0,0,0,0,0
1704781133515123635,516869,1704781133514565679,,16,0,0,0,3
1704781133515158153,516870,1704781133514638361,,17,0,0,0,3
1704781133515474675,516871,1704781133514862219,,18,0,0,0,3
1704781133515508711,516872,1704781133514917988,,19,0,0,0,3
1704781133515670637,516873,1704781133515089521,,20,0,0,0,3
1704781133515954311,516874,1704781133515266642,,21,0,0,0,3
1704781133516003929,516875,1704781133515398393,,22,0,0,0,3
1704781133516083011,516876,1704781133515572246,,23,0,0,0,3
1704781133516106605,516877,1704781133515771085,,24,0,0,0,3
1704781133516730943,516878,1704781133516163282,,25,0,0,0,3
1704781133516760582,516879,1704781133516264375,,26,0,0,0,3
1704781133516797161,516880,1704781133516296164,,27,0,0,0,3
1704781133516914076,516881,1704781133516328674,,64,0,0,0,3
1704781133521161981,516882,1704781133520334900,,514,0,0,0,8
1704781133521217826,516883,1704781133520461930,,513,0,0,0,8
1704781133521242235,516884,1704781133520839585,,515,0,0,0,8
1704781133521526963,516885,1704781133521079334,,520,0,0,0,8
1704781133521971136,516886,1704781133521325591,,1554,0,0,0,8
1704781133522008813,516887,1704781133521528519,,521,0,0,0,8
1704781133530301651,516888,1704781133529745258,,608,0,0,0,8
1704781133530365850,516889,1704781133529982792,,609,0,0,0,8
1704781133531753651,516890,1704781133531192748,,0,0,0,0,0
1704781133542840059,516891,1704781133542339351,,1554,0,0,0,8
1704781133550574576,516892,1704781133549912978,,514,0,0,0,8
1704781133550614236,516893,1704781133550009702,,513,0,0,0,8
1704781133550698751,516894,1704781133550279083,,515,0,0,0,8
1704781133551695469,516895,1704781133550516327,,520,0,0,0,8
1704781133551727325,516896,1704781133550860979,,521,0,0,0,8
1704781133551741560,516897,1704781133550905822,,0,0,0,0,0
1704781133560907776,516898,1704781133560402486,,1554,0,0,0,8
1704781133571756602,516899,1704781133571320578,,0,0,0,0,0
1704781133581141612,516900,1704781133580341563,,514,0,0,0,8
1704781133581191218,516901,1704781133580539274,,513,0,0,0,8
1704781133581363579,516902,1704781133580823186,,515,0,0,0,8
1704781133581471440,516903,1704781133581036939,,520,0,0,0,8
1704781133582314730,516904,1704781133581565371,,1554,0,0,0,8
1704781133582334023,516905,1704781133581658323,,521,0,0,0,8
1704781133592084687,516906,1704781133591096005,,0,0,0,0,0
1704781133602833273,516907,1704781133602368350,,1554,0,0,0,8
1704781133610508962,516908,1704781133609877560,,514,0,0,0,8
1704781133610547025,516909,1704781133609952319,,513,0,0,0,8
1704781133610563899,516910,1704781133610257415,,515,0,0,0,8
1704781133610859423,516911,1704781133610484008,,520,0,0,0,8
1704781133611265679,516912,1704781133610869913,,521,0,0,0,8
1704781133611291292,516913,1704781133610921189,,0,0,0,0,0
1704781133615086727,516914,1704781133614546805,,16,0,0,0,3
1704781133615129873,516915,1704781133614603521,,17,0,0,0,3
1704781133615156241,516916,1704781133614758922,,18,0,0,0,3
1704781133615514233,516917,1704781133614999938,,19,0,0,0,3
1704781133615539787,516918,1704781133615048111,,20,0,0,0,3
1704781133615750490,516919,1704781133615284973,,21,0,0,0,3
1704781133616248020,516920,1704781133615429799,,22,0,0,0,3
1704781133616294165,516921,1704781133615604911,,23,0,0,0,3
1704781133616427691,516922,1704781133615882901,,24,0,0,0,3
1704781133616785696,516923,1704781133615944531,,25,0,0,0,3
1704781133616814654,516924,1704781133615971626,,26,0,0,0,3
1704781133616898872,516925,1704781133616152097,,27,0,0,0,3
1704781133616991115,516926,1704781133616298421,,64,0,0,0,3
1704781133620923525,516927,1704781133620400221,,1554,0,0,0,8
1704781133631834723,516928,1704781133631471271,,0,0,0,0,0
1704781133640912981,516929,1704781133640347191,,514,0,0,0,8
1704781133641411461,516930,1704781133640596702,,513,0,0,0,8
1704781133641480331,516931,1704781133640775183,,515,0,0,0,8
1704781133641512417,516932,1704781133641033733,,520,0,0,0,8
1704781133641871524,516933,1704781133641329752,,1554,0,0,0,8
1704781133642134682,516934,1704781133641650821,,521,0,0,0,8
1704781133642255796,516935,1704781133641856704,,608,0,0,0,8
1704781133642605320,516936,1704781133642318798,,609,0,0,0,8
1704781133651523034,516937,1704781133651089161,,0,0,0,0,0
1704781133662899039,516938,1704781133662338178,,1554,0,0,0,8
1704781133670448301,516939,1704781133669794545,,514,0,0,0,8
1704781133670481918,516940,1704781133669927744,,513,0,0,0,8
1704781133670617756,516941,1704781133670206709,,515,0,0,0,8
1704781133670849364,516942,1704781133670439744,,520,0,0,0,8
1704781133671289352,516943,1704781133670821233,,521,0,0,0,8
1704781133671352838,516944,1704781133670875567,,0,0,0,0,0
1704781133681165792,516945,1704781133680572991,,1554,0,0,0,8
1704781133682110082,516946,1704781133681703559,,1856,0,0,0,1
1704781133691714688,516947,1704781133691124044,,0,0,0,0,0
1704781133701159654,516948,1704781133700590137,,514,0,0,0,8
1704781133701219152,516949,1704781133700718433,,513,0,0,0,8
1704781133701701444,516950,1704781133701060331,,515,0,0,0,8
1704781133701873555,516951,1704781133701224106,,520,0,0,0,8
1704781133701888536,516952,1704781133701482088,,1554,0,0,0,8
1704781133702263200,516953,1704781133701792625,,521,0,0,0,8
1704781133711463697,516954,1704781133711037052,,0,0,0,0,0
1704781133715171340,516955,1704781133714528682,,16,0,0,0,3
1704781133715227504,516956,1704781133714598158,,17,0,0,0,3
1704781133715313114,516957,1704781133714776693,,18,0,0,0,3
1704781133715388496,516958,1704781133714875197,,19,0,0,0,3
1704781133715493604,516959,1704781133715123008,,20,0,0,0,3
1704781133715890191,516960,1704781133715198408,,21,0,0,0,3
1704781133715904362,516961,1704781133715340386,,22,0,0,0,3
1704781133715977207,516962,1704781133715489555,,23,0,0,0,3
1704781133716867859,516963,1704781133716148111,,24,0,0,0,3
1704781133716914604,516964,1704781133716219456,,25,0,0,0,3
1704781133716932133,516965,1704781133716256052,,26,0,0,0,3
1704781133717094426,516966,1704781133716284646,,27,0,0,0,3
1704781133717117515,516967,1704781133716310951,,64,0,0,0,3
1704781133723029102,516968,1704781133722565703,,1554,0,0,0,8
1704781133730522567,516969,1704781133729978887,,514,0,0,0,8
1704781133730632094,516970,1704781133730106796,,513,0,0,0,8
1704781133730820042,516971,1704781133730400013,,515,0,0,0,8
1704781133731387148,516972,1704781133730966902,,520,0,0,0,8
1704781133731423428,516973,1704781133731019074,,0,0,0,0,0
1704781133731470300,516974,1704781133731038881,,521,0,0,0,8
1704781133741253539,516975,1704781133740574375,,1554,0,0,0,8
1704781133751368950,516976,1704781133750927244,,608,0,0,0,8
1704781133751385245,516977,1704781133750981922,,0,0,0,0,0
1704781133752046885,516978,1704781133751124373,,609,0,0,0,8
1704781133761178900,516979,1704781133760413174,,514,0,0,0,8
1704781133761210726,516980,1704781133760536196,,513,0,0,0,8
1704781133761341074,516981,1704781133760827093,,515,0,0,0,8
1704781133761658373,516982,1704781133761162000,,520,0,0,0,8
1704781133761805626,516983,1704781133761439881,,1554,0,0,0,8
1704781133761851434,516984,1704781133761555687,,521,0,0,0,8
1704781133771440024,516985,1704781133770804840,,0,0,0,0,0
1704781133782898595,516986,1704781133782435184,,1554,0,0,0,8
1704781133790388456,516987,1704781133789822222,,514,0,0,0,8
1704781133790430090,516988,1704781133789891807,,513,0,0,0,8
1704781133790441545,516989,1704781133790194391,,515,0,0,0,8
1704781133791332572,516990,1704781133790564826,,520,0,0,0,8
1704781133791378680,516991,1704781133790741740,,521,0,0,0,8
1704781133791812077,516992,1704781133791288646,,0,0,0,0,0
1704781133800865277,516993,1704781133800353519,,1554,0,0,0,8
1704781133811487100,516994,1704781133811009222,,0,0,0,0,0
1704781133815232689,516995,1704781133814554828,,16,0,0,0,3
1704781133815299795,516996,1704781133814647795,,17,0,0,0,3
1704781133815333333,516997,1704781133814663011,,18,0,0,0,3
1704781133815354533,516998,1704781133814947549,,19,0,0,0,3
1704781133815547530,516999,1704781133815005524,,20,0,0,0,3
1704781133815998441,517000,1704781133815294450,,21,0,0,0,3
1704781133816018870,517001,1704781133815409031,,22,0,0,0,3
1704781133816032428,517002,1704781133815462187,,23,0,0,0,3
1704781133816342381,517003,1704781133815745573,,24,0,0,0,3
1704781133816365681,517004,1704781133815800248,,25,0,0,0,3
1704781133816594898,517005,1704781133815971401,,26,0,0,0,3
1704781133816708681,517006,1704781133816097584,,27,0,0,0,3
1704781133816733936,517007,1704781133816238294,,64,0,0,0,3
1704781133821010376,517008,1704781133820311716,,514,0,0,0,8
1704781133821065734,517009,1704781133820439522,,513,0,0,0,8
1704781133821090120,517010,1704781133820802771,,515,0,0,0,8
1704781133821474034,517011,1704781133821030345,,520,0,0,0,8
1704781133821485049,517012,1704781133821210275,,1554,0,0,0,8
1704781133821895197,517013,1704781133821420231,,521,0,0,0,8
1704781133831483152,517014,1704781133831064775,,0,0,0,0,0
1704781133842896141,517015,1704781133842406642,,1554,0,0,0,8
1704781133850328371,517016,1704781133849796540,,514,0,0,0,8
1704781133850381225,517017,1704781133849871111,,513,0,0,0,8
1704781133850394808,517018,1704781133850091243,,515,0,0,0,8
1704781133851305432,517019,1704781133850464301,,520,0,0,0,8
1704781133851346569,517020,1704781133850801807,,521,0,0,0,8
1704781133851371552,517021,1704781133850869603,,0,0,0,0,0
1704781133860985508,517022,1704781133860261381,,608,0,0,0,8
1704781133861031561,517023,1704781133860328603,,609,0,0,0,8
1704781133861070461,517024,1704781133860652788,,1554,0,0,0,8
1704781133872151468,517025,1704781133871451516,,0,0,0,0,0
1704781133880940393,517026,1704781133880284614,,514,0,0,0,8
1704781133880985106,517027,1704781133880407046,,513,0,0,0,8
1704781133881157344,517028,1704781133880714327,,515,0,0,0,8
1704781133881309410,517029,1704781133880942378,,520,0,0,0,8
1704781133881667761,517030,1704781133881194600,,1554,0,0,0,8
1704781133881809183,517031,1704781133881430202,,521,0,0,0,8
1704781133891980576,517032,1704781133891578993,,0,0,0,0,0
1704781133902835307,517033,1704781133902299041,,1554,0,0,0,8
1704781133910364862,517034,1704781133909728452,,514,0,0,0,8
1704781133910407728,517035,1704781133909825433,,513,0,0,0,8
1704781133910732651,517036,1704781133910115044,,515,0,0,0,8
1704781133911183374,517037,1704781133910455976,,520,0,0,0,8
1704781133911985858,517038,1704781133911237698,,521,0,0,0,8
1704781133912033503,517039,1704781133911292803,,0,0,0,0,0
1704781133915197901,517040,1704781133914597879,,16,0,0,0,3
1704781133915252465,517041,1704781133914686134,,17,0,0,0,3
1704781133915348321,517042,1704781133914742793,,18,0,0,0,3
1704781133915372604,517043,1704781133914903311,,19,0,0,0,3
1704781133915507573,517044,1704781133915019929,,20,0,0,0,3
1704781133915527227,517045,1704781133915075547,,21,0,0,0,3
1704781133915613067,517046,1704781133915270907,,22,0,0,0,3
1704781133916037570,517047,1704781133915555613,,23,0,0,0,3
1704781133916374514,517048,1704781133915683473,,24,0,0,0,3
1704781133916407140,517049,1704781133915816456,,25,0,0,0,3
1704781133916421924,517050,1704781133915853029,,26,0,0,0,3
1704781133916510710,517051,1704781133916023732,,27,0,0,0,3
1704781133916527334,517052,1704781133916249561,,64,0,0,0,3
1704781133920717255,517053,1704781133920261757,,1554,0,0,0,8
1704781133931551205,517054,1704781133931127111,,0,0,0,0,0
1704781133941126871,517055,1704781133940443449,,514,0,0,0,8
1704781133941198940,517056,1704781133940534116,,513,0,0,0,8
1704781133941231573,517057,1704781133940717775,,515,0,0,0,8
1704781133941252817,517058,1704781133940995737,,520,0,0,0,8
1704781133941773428,517059,1704781133941326307,,1554,0,0,0,8
1704781133941798567,517060,1704781133941411285,,521,0,0,0,8
1704781133951501371,517061,1704781133951133859,,0,0,0,0,0
1704781133962656944,517062,1704781133962123917,,1554,0,0,0,8
1704781133970324602,517063,1704781133969754654,,514,0,0,0,8
1704781133970358159,517064,1704781133969831333,,513,0,0,0,8
1704781133970705175,517065,1704781133970238785,,515,0,0,0,8
1704781133970729980,517066,1704781133970309658,,520,0,0,0,8
1704781133971321852,517067,1704781133970839265,,521,0,0,0,8
1704781133971361347,517068,1704781133970895076,,608,0,0,0,8
1704781133971386256,517069,1704781133970915717,,0,0,0,0,0
1704781133971518385,517070,1704781133971075802,,609,0,0,0,8
1704781133980962123,517071,1704781133980349845,,1554,0,0,0,8
1704781133991847789,517072,1704781133991515155,,0,0,0,0,0
1704781134001002869,517073,1704781134000305916,,514,0,0,0,8
1704781134001078824,517074,1704781134000401144,,513,0,0,0,8
1704781134001408212,517075,1704781134000623858,,515,0,0,0,8
1704781134001568520,517076,1704781134000949419,,520,0,0,0,8
1704781134001817692,517077,1704781134001403206,,1554,0,0,0,8
1704781134001845122,517078,1704781134001459617,,521,0,0,0,8
1704781134011612616,517079,1704781134011164738,,0,0,0,0,0
1704781134014958572,517080,1704781134014420089,,16,0,0,0,3
1704781134015089613,517081,1704781134014488750,,17,0,0,0,3
1704781134015118795,517082,1704781134014717697,,18,0,0,0,3
1704781134015148306,517083,1704781134014818242,,19,0,0,0,3
1704781134015512348,517084,1704781134015033876,,20,0,0,0,3
1704781134016352218,517085,1704781134015087846,,21,0,0,0,3
1704781134016408454,517086,1704781134015547255,,22,0,0,0,3
1704781134016431973,517087,1704781134015586934,,23,0,0,0,3
1704781134016451286,517088,1704781134015620455,,24,0,0,0,3
1704781134016476600,517089,1704781134015732059,,25,0,0,0,3
1704781134016564224,517090,1704781134015832275,,26,0,0,0,3
1704781134016655505,517091,1704781134015984066,,27,0,0,0,3
1704781134016720244,517092,1704781134016164045,,64,0,0,0,3
1704781134022731101,517093,1704781134022189331,,1554,0,0,0,8
1704781134030634305,517094,1704781134029854591,,514,0,0,0,8
1704781134030691656,517095,1704781134029912575,,513,0,0,0,8
1704781134030722389,517096,1704781134030079724,,515,0,0,0,8
1704781134030754040,517097,1704781134030365052,,520,0,0,0,8
1704781134031262843,517098,1704781134030664469,,521,0,0,0,8
1704781134031884420,517099,1704781134031390513,,0,0,0,0,0
1704781134041092627,517100,1704781134040480322,,1554,0,0,0,8
1704781134051708623,517101,1704781134051276728,,0,0,0,0,0
1704781134061331148,517102,1704781134060272128,,514,0,0,0,8
1704781134061427847,517103,1704781134060402837,,513,0,0,0,8
1704781134061455256,517104,1704781134060647803,,515,0,0,0,8
1704781134061488235,517105,1704781134060984211,,520,0,0,0,8
1704781134061689385,517106,1704781134061140494,,1554,0,0,0,8
1704781134061826356,517107,1704781134061397080,,521,0,0,0,8
1704781134071343248,517108,1704781134070984081,,0,0,0,0,0
1704781134082677568,517109,1704781134081996006,,608,0,0,0,8
1704781134082711631,517110,1704781134082081105,,609,0,0,0,8
1704781134082771162,517111,1704781134082410269,,1554,0,0,0,8
1704781134090384857,517112,1704781134089704058,,514,0,0,0,8
1704781134090470778,517113,1704781134089847230,,513,0,0,0,8
1704781134090861927,517114,1704781134090097886,,515,0,0,0,8
1704781134090879052,517115,1704781134090306459,,520,0,0,0,8
1704781134091731342,517116,1704781134091171164,,521,0,0,0,8
1704781134091793388,517117,1704781134091218217,,0,0,0,0,0
1704781134100772747,517118,1704781134100271278,,1554,0,0,0,8
1704781134111481786,517119,1704781134111055042,,0,0,0,0,0
1704781134114975423,517120,1704781134114430228,,16,0,0,0,3
1704781134115019596,517121,1704781134114488406,,17,0,0,0,3
1704781134115086644,517122,1704781134114613979,,18,0,0,0,3
1704781134115218576,517123,1704781134114873811,,19,0,0,0,3
1704781134115822665,517124,1704781134114978036,,20,0,0,0,3
1704781134115871637,517125,1704781134115016097,,21,0,0,0,3
1704781134115893778,517126,1704781134115198540,,22,0,0,0,3
1704781134115940341,517127,1704781134115501542,,23,0,0,0,3
1704781134115961170,517128,1704781134115538535,,24,0,0,0,3
1704781134116036349,517129,1704781134115677927,,25,0,0,0,3
1704781134116223153,517130,1704781134115803123,,26,0,0,0,3
1704781134116510177,517131,1704781134116131278,,27,0,0,0,3
1704781134116527978,517132,1704781134116178491,,64,0,0,0,3
1704781134120594423,517133,1704781134120186372,,514,0,0,0,8
1704781134120795193,517134,1704781134120440533,,513,0,0,0,8
1704781134121001014,517135,1704781134120592219,,515,0,0,0,8
1704781134121261617,517136,1704781134120881978,,520,0,0,0,8
1704781134121600241,517137,1704781134121100637,,1554,0,0,0,8
1704781134121752861,517138,1704781134121385987,,521,0,0,0,8
1704781134131901604,517139,1704781134131501803,,0,0,0,0,0
1704781134142806052,517140,1704781134142136126,,1554,0,0,0,8
1704781134150252712,517141,1704781134149610749,,514,0,0,0,8
1704781134150305200,517142,1704781134149831165,,513,0,0,0,8
1704781134150329836,517143,1704781134149998721,,515,0,0,0,8
1704781134150706620,517144,1704781134150231793,,520,0,0,0,8
1704781134151222732,517145,1704781134150514122,,521,0,0,0,8
1704781134151377607,517146,1704781134151088698,,0,0,0,0,0
1704781134160783187,517147,1704781134160181788,,1554,0,0,0,8
1704781134171489088,517148,1704781134171120381,,0,0,0,0,0
1704781134180833774,517149,1704781134180296972,,514,0,0,0,8
1704781134181084025,517150,1704781134180563744,,513,0,0,0,8
1704781134181272123,517151,1704781134180707622,,515,0,0,0,8
1704781134181331970,517152,1704781134180989056,,520,0,0,0,8
1704781134181654677,517153,1704781134181210267,,1554,0,0,0,8
1704781134181759607,517154,1704781134181501598,,521,0,0,0,8
1704781134190378395,517155,1704781134189682131,,608,0,0,0,8
1704781134190448922,517156,1704781134189798650,,609,0,0,0,8
1704781134192541544,517157,1704781134191997297,,0,0,0,0,0
1704781134202688675,517158,1704781134202232973,,1554,0,0,0,8
1704781134210405253,517159,1704781134209817625,,514,0,0,0,8
1704781134210469074,517160,1704781134209887522,,513,0,0,0,8
1704781134210490715,517161,1704781134210199288,,515,0,0,0,8
1704781134211420777,517162,1704781134210433177,,520,0,0,0,8
1704781134211443960,517163,1704781134210658524,,521,0,0,0,8
1704781134212046452,517164,1704781134211637498,,0,0,0,0,0
1704781134214793406,517165,1704781134214298735,,16,0,0,0,3
1704781134214855934,517166,1704781134214336877,,17,0,0,0,3
1704781134215086090,517167,1704781134214650655,,18,0,0,0,3
1704781134215118946,517168,1704781134214684821,,19,0,0,0,3
1704781134215799392,517169,1704781134214859119,,20,0,0,0,3
1704781134215853768,517170,1704781134215084037,,21,0,0,0,3
1704781134215873371,517171,1704781134215162968,,22,0,0,0,3
1704781134215890567,517172,1704781134215356865,,23,0,0,0,3
1704781134216472583,517173,1704781134215673952,,24,0,0,0,3
1704781134216494860,517174,1704781134215747229,,25,0,0,0,3
1704781134216523815,517175,1704781134215802953,,26,0,0,0,3
1704781134216556802,517176,1704781134215873806,,27,0,0,0,3
1704781134216605683,517177,1704781134216103012,,64,0,0,0,3
1704781134220910238,517178,1704781134220392235,,1554,0,0,0,8
1704781134231593142,517179,1704781134231138020,,0,0,0,0,0
1704781134241105339,517180,1704781134240303036,,514,0,0,0,8
1704781134241161667,517181,1704781134240463611,,513,0,0,0,8
1704781134241178605,517182,1704781134240733068,,515,0,0,0,8
1704781134241270547,517183,1704781134240986569,,520,0,0,0,8
