%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.header.seq,field.status.header.stamp,field.status.header.frame_id,field.status.satellites_used,field.status.satellites_visible,field.status.status,field.status.motion_source,field.status.orientation_source,field.status.position_source,field.latitude,field.longitude,field.altitude,field.track,field.speed,field.climb,field.pitch,field.roll,field.dip,field.time,field.gdop,field.pdop,field.hdop,field.vdop,field.tdop,field.err,field.err_horz,field.err_vert,field.err_track,field.err_speed,field.err_climb,field.err_time,field.err_pitch,field.err_roll,field.err_dip,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1704780598915152237,9753,0,,0,0,,0,0,0,0,0,0,36.90393125,118.16627301,25.6,0.0,1.086,0.0,0.23,-0.69,103.89,195018.2,0.0,0.0,-0.267,1.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599015658756,9754,0,,0,0,,0,0,0,0,0,0,36.90393102,118.16627419,25.6,0.0,1.087,0.0,0.24,-0.69,103.91,195018.3,0.0,0.0,-0.259,1.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599115464442,9755,0,,0,0,,0,0,0,0,0,0,36.90393078,118.16627538,25.6,0.0,1.089,0.0,0.26,-0.7,103.93,195018.4,0.0,0.0,-0.266,1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599215944383,9756,0,,0,0,,0,0,0,0,0,0,36.90393055,118.16627656,25.6,0.0,1.088,0.0,0.24,-0.71,103.94,195018.5,0.0,0.0,-0.259,1.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599315976547,9757,0,,0,0,,0,0,0,0,0,0,36.90393032,118.16627775,25.6,0.0,1.09,0.0,0.24,-0.78,103.96,195018.6,0.0,0.0,-0.249,1.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599414965544,9758,0,,0,0,,0,0,0,0,0,0,36.90393008,118.16627893,25.6,0.0,1.089,0.0,0.24,-0.85,103.95,195018.7,0.0,0.0,-0.261,1.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599514742205,9759,0,,0,0,,0,0,0,0,0,0,36.90392984,118.16628012,25.6,0.0,1.087,0.0,0.24,-0.84,103.95,195018.8,0.0,0.0,-0.266,1.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599616374090,9760,0,,0,0,,0,0,0,0,0,0,36.90392961,118.16628131,25.6,0.0,1.075,0.0,0.25,-0.87,103.97,195018.9,0.0,0.0,-0.253,1.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599715540130,9761,0,,0,0,,0,0,0,0,0,0,36.90392938,118.16628248,25.6,0.0,1.069,0.0,0.3,-0.91,103.96,195019.0,0.0,0.0,-0.262,1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599814626657,9762,0,,0,0,,0,0,0,0,0,0,36.90392914,118.16628364,25.59,0.0,1.07,0.0,0.29,-0.85,103.95,195019.1,0.0,0.0,-0.273,1.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780599914462550,9763,0,,0,0,,0,0,0,0,0,0,36.9039289,118.16628481,25.6,0.0,1.073,0.0,0.28,-0.81,103.96,195019.2,0.0,0.0,-0.258,1.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1704780600015508391,9764,0,,0,0,,0,0,0,0,0,0,36.90392866,118.16628599,25.59,0.0,1.079,0.0,0.27,-0.8,103.93,195019.3,0.0,0.0,-0.261,1.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
