%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1704779910031946641,2862,1704779910031626825,gnss_link,0,1,36.90411263,118.16645613,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910131612501,2863,1704779910131252817,gnss_link,0,1,36.90411263,118.16645613,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910231212541,2864,1704779910230992737,gnss_link,0,1,36.90411264,118.16645614,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910331818058,2865,1704779910331369833,gnss_link,0,1,36.90411264,118.16645615,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910431923641,2866,1704779910431499297,gnss_link,0,1,36.90411265,118.16645615,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910531374980,2867,1704779910531074662,gnss_link,0,1,36.90411265,118.16645616,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910630993207,2868,1704779910630686414,gnss_link,0,1,36.90411266,118.16645615,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910730846871,2869,1704779910730221793,gnss_link,0,1,36.90411266,118.16645616,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910831345390,2870,1704779910831091576,gnss_link,0,1,36.90411266,118.16645614,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779910932631096,2871,1704779910932317549,gnss_link,0,1,36.90411266,118.16645615,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911031243898,2872,1704779911030816096,gnss_link,0,1,36.90411266,118.16645614,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911130601398,2873,1704779911130316178,gnss_link,0,1,36.90411266,118.16645614,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911231552317,2874,1704779911231160792,gnss_link,0,1,36.90411266,118.16645613,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911331783141,2875,1704779911330908304,gnss_link,0,1,36.90411266,118.16645614,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911430977664,2876,1704779911430578811,gnss_link,0,1,36.90411266,118.16645613,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911530324231,2877,1704779911529934502,gnss_link,0,1,36.90411265,118.16645614,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911631065775,2878,1704779911630825782,gnss_link,0,1,36.90411266,118.16645613,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911730693069,2879,1704779911730347758,gnss_link,0,1,36.90411265,118.16645613,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911831110241,2880,1704779911830340731,gnss_link,0,1,36.90411266,118.16645612,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779911929999318,2881,1704779911929643428,gnss_link,0,1,36.90411266,118.16645612,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912031183965,2882,1704779912030564262,gnss_link,0,1,36.90411265,118.16645611,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912131076827,2883,1704779912130312619,gnss_link,0,1,36.90411265,118.16645611,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912232716969,2884,1704779912231115087,gnss_link,0,1,36.90411265,118.16645611,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912331236577,2885,1704779912330493903,gnss_link,0,1,36.90411265,118.16645611,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912430957280,2886,1704779912430352762,gnss_link,0,1,36.90411265,118.1664561,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912530775058,2887,1704779912529865444,gnss_link,0,1,36.90411265,118.1664561,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912631439815,2888,1704779912630944861,gnss_link,0,1,36.90411265,118.16645611,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912730918936,2889,1704779912730102195,gnss_link,0,1,36.90411265,118.16645611,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912830592939,2890,1704779912830018677,gnss_link,0,1,36.90411265,118.16645611,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779912930782422,2891,1704779912929575916,gnss_link,0,1,36.90411265,118.16645611,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913030841319,2892,1704779913030145033,gnss_link,0,1,36.90411266,118.16645611,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913132541933,2893,1704779913131910353,gnss_link,0,1,36.90411266,118.16645611,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913231363322,2894,1704779913230764031,gnss_link,0,1,36.90411266,118.1664561,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913331499536,2895,1704779913330228282,gnss_link,0,1,36.90411266,118.1664561,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913430594272,2896,1704779913429971075,gnss_link,0,1,36.90411267,118.1664561,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913530179339,2897,1704779913529527324,gnss_link,0,1,36.90411267,118.1664561,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913631358251,2898,1704779913630631075,gnss_link,0,1,36.90411267,118.1664561,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913730879334,2899,1704779913730155216,gnss_link,0,1,36.90411267,118.1664561,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913830460406,2900,1704779913829887352,gnss_link,0,1,36.90411268,118.16645609,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779913929937448,2901,1704779913929303456,gnss_link,0,1,36.90411268,118.16645609,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914031012036,2902,1704779914030025049,gnss_link,0,1,36.90411268,118.16645608,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914131132128,2903,1704779914130506924,gnss_link,0,1,36.90411268,118.16645608,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914230190200,2904,1704779914229699552,gnss_link,0,1,36.90411269,118.16645608,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914331076494,2905,1704779914330375514,gnss_link,0,1,36.90411269,118.16645608,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914430723315,2906,1704779914430099436,gnss_link,0,1,36.90411269,118.16645607,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914529965400,2907,1704779914529212654,gnss_link,0,1,36.90411269,118.16645607,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914630547344,2908,1704779914630069311,gnss_link,0,1,36.9041127,118.16645607,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914730191821,2909,1704779914729630647,gnss_link,0,1,36.9041127,118.16645607,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914830045023,2910,1704779914829454424,gnss_link,0,1,36.90411271,118.16645606,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779914929517427,2911,1704779914928945697,gnss_link,0,1,36.90411271,118.16645605,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915030523522,2912,1704779915029879023,gnss_link,0,1,36.90411271,118.16645606,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915129717876,2913,1704779915129196129,gnss_link,0,1,36.90411271,118.16645605,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915230805252,2914,1704779915230252572,gnss_link,0,1,36.90411272,118.16645605,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915330660810,2915,1704779915329685752,gnss_link,0,1,36.90411272,118.16645605,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915430015206,2916,1704779915429464866,gnss_link,0,1,36.90411274,118.16645605,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915529503103,2917,1704779915528957239,gnss_link,0,1,36.90411274,118.16645605,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915630398293,2918,1704779915629856915,gnss_link,0,1,36.90411275,118.16645605,1.606401043535581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915729904503,2919,1704779915729362668,gnss_link,0,1,36.90411275,118.16645604,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915829618629,2920,1704779915829132051,gnss_link,0,1,36.90411277,118.16645604,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779915929647219,2921,1704779915928705455,gnss_link,0,1,36.90411277,118.16645604,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916029839149,2922,1704779916029333227,gnss_link,0,1,36.90411279,118.16645603,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916129824503,2923,1704779916129068422,gnss_link,0,1,36.90411279,118.16645603,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916230475196,2924,1704779916229860427,gnss_link,0,1,36.90411279,118.16645603,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916329783815,2925,1704779916329206320,gnss_link,0,1,36.90411279,118.16645603,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916429681840,2926,1704779916429138848,gnss_link,0,1,36.9041128,118.16645602,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916529337126,2927,1704779916528830967,gnss_link,0,1,36.9041128,118.16645602,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916629977861,2928,1704779916629487528,gnss_link,0,1,36.90411281,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916729537130,2929,1704779916728990261,gnss_link,0,1,36.90411281,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916829480707,2930,1704779916828991484,gnss_link,0,1,36.90411282,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779916928934722,2931,1704779916928353553,gnss_link,0,1,36.90411282,118.166456,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917029328321,2932,1704779917028837566,gnss_link,0,1,36.90411282,118.166456,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917129303825,2933,1704779917128741192,gnss_link,0,1,36.90411282,118.166456,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917229842885,2934,1704779917229352043,gnss_link,0,1,36.90411281,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917329634614,2935,1704779917329181328,gnss_link,0,1,36.90411281,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917428664543,2936,1704779917428105665,gnss_link,0,1,36.9041128,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917529152253,2937,1704779917528687600,gnss_link,0,1,36.9041128,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917629212343,2938,1704779917628746238,gnss_link,0,1,36.9041128,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917729659963,2939,1704779917729159186,gnss_link,0,1,36.9041128,118.166456,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917828982305,2940,1704779917828451533,gnss_link,0,1,36.90411279,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779917928836472,2941,1704779917928234231,gnss_link,0,1,36.90411279,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779918029589187,2942,1704779918029107147,gnss_link,0,1,36.90411278,118.16645602,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779918128851384,2943,1704779918128250573,gnss_link,0,1,36.90411278,118.16645601,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779918229647733,2944,1704779918229039925,gnss_link,0,1,36.90411278,118.16645603,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779918329453895,2945,1704779918329001468,gnss_link,0,1,36.90411278,118.16645607,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704779918428137938,2946,1704779918427629918,gnss_link,0,1,36.90411276,118.16645617,1.6065755764607803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
