%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1704781114553735791,14911,1704781114553527214,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0005235987755982988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15298373999999998,-0.19417167,9.823321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781114653601272,14912,1704781114653358653,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.152003075,-0.19417167,9.82037931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781114752953378,14913,1704781114752835356,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00034906585039886593,0.00034906585039886593,0.00034906585039886593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15298373999999998,-0.19319100499999997,9.821359975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781114854017069,14914,1704781114853821382,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034906585039886593,-0.00017453292519943296,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15102241,-0.19319100499999997,9.821359975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781114953819736,14915,1704781114953463302,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,0.00034906585039886593,-0.0006981317007977319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15396440499999997,-0.19417167,9.823321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115053489188,14916,1704781115053192725,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017453292519943296,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15396440499999997,-0.195152335,9.82234064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115153078479,14917,1704781115152739650,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034906585039886593,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15298373999999998,-0.19417167,9.82234064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115253926641,14918,1704781115253617144,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,0.00034906585039886593,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.152003075,-0.19221033999999998,9.821359975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115353407881,14919,1704781115353158938,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017453292519943296,-0.0006981317007977319,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15298373999999998,-0.19319100499999997,9.82234064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115454262104,14920,1704781115453947598,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,-0.00034906585039886593,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.152003075,-0.19417167,9.823321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115553437879,14921,1704781115553256187,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034906585039886593,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15298373999999998,-0.19417167,9.821359975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115653721056,14922,1704781115653335718,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.00017453292519943296,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15298373999999998,-0.19319100499999997,9.82234064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115752821464,14923,1704781115752611520,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.00034906585039886593,-0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15298373999999998,-0.19221033999999998,9.82037931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115853922885,14924,1704781115853609982,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034906585039886593,-0.00034906585039886593,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15298373999999998,-0.19319100499999997,9.821359975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781115953176986,14925,1704781115952995353,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017453292519943296,-0.0005235987755982988,-0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.152003075,-0.19221033999999998,9.82234064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116053606100,14926,1704781116053284700,imu_link,0.011783553805783142,0.004629907188919114,-0.8685574737447928,-0.49542671165490443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00034906585039886593,-0.00017453292519943296,0.0005235987755982988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.155925735,-0.19221033999999998,9.814495319999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116152408088,14927,1704781116152244103,imu_link,0.011707765121623928,0.004673152878701696,-0.8685576459275341,-0.4954278005712329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010471975511965976,-0.002967059728390361,0.0019198621771937623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024516625,-0.18436502,9.838031280000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116253004393,14928,1704781116252873149,imu_link,0.011490639824786639,0.004998731066176714,-0.8686006380015505,-0.4953543272723522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022689280275926286,-0.0015707963267948967,-0.0010471975511965976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34421341499999997,-0.196133,9.805669335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116353427700,14929,1704781116353103263,imu_link,0.011274387000408797,0.005322303037907039,-0.8685569803636062,-0.49543247082704595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041887902047863905,-0.017453292519943295,-0.0012217304763960308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487390505,-0.173577705,9.831166624999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116452888379,14930,1704781116452722857,imu_link,0.011177217805690299,0.005678452311604978,-0.8685125607224329,-0.4955085840314287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006108652381980153,0.008028514559173916,-0.0015707963267948967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26576021499999997,-0.21182364,9.94002044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116552914703,14931,1704781116552508994,imu_link,0.010885298452163657,0.006045346911186021,-0.8684685417372598,-0.4955878893507064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041887902047863905,-0.013788101090755204,-0.0017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217137799999999,-0.277528195,9.847837929999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116653675919,14932,1704781116653305925,imu_link,0.010961472857312735,0.005298535402644645,-0.8684717133353782,-0.49558919961163217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02391101075232232,0.016755160819145562,-0.0012217304763960308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48052585,-0.34127141999999994,9.826263299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116753041874,14933,1704781116752733055,imu_link,0.010692077991749066,0.0046471020770087225,-0.8683885730955333,-0.49574728443795624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009599310885968814,0.009075712110370514,-0.0010471975511965976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56290171,0.12356378999999999,9.811553324999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116852796171,14934,1704781116852511759,imu_link,0.01097383231422093,0.004786943767092313,-0.8683438237290562,-0.4958181763159877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014486232791552934,-0.004363323129985824,-0.006806784082777885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39814998999999995,-0.22555294999999997,9.647782269999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781116953245531,14935,1704781116952970300,imu_link,0.011125374599568708,0.004700386416056147,-0.8683435568431845,-0.49581609463236087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005061454830783556,0.006806784082777885,0.007504915783575617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09610516999999999,-0.32950344,9.834108619999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781117052220411,14936,1704781117052095107,imu_link,0.01037741829925871,0.004627165981698824,-0.8684762455356306,-0.4956005543426631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013962634015954637,-0.017627825445142728,-0.0022689280275926286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38245935,-0.15298373999999998,10.180283365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781117152462443,14937,1704781117152283415,imu_link,0.010920586511665706,0.0045144272454081666,-0.8682583608014274,-0.4959715512358602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017453292519943296,0.033510321638291124,-0.010821041362364843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29812215999999997,-0.21476563499999998,9.09076455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781117252574993,14938,1704781117252402666,imu_link,0.010358184997054341,0.0049356270021810485,-0.8682155954878893,-0.4960544600558206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022863813201125717,-0.03490658503988659,0.008726646259971648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267721545,-0.42462794499999995,10.172438045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781117352792557,14939,1704781117352568164,imu_link,0.009360076964306196,0.004605016295279936,-0.8684795741543937,-0.4956151854622144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02530727415391778,-0.005235987755982988,0.005585053606381855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261837555,0.07453053999999999,9.991015019999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781117451977815,14940,1704781117451657403,imu_link,0.009339117772196738,0.004917270085811143,-0.8683919326938814,-0.49576612688476984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015009831567151233,-0.01832595714594046,-0.005235987755982988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23339827,0.022555295,9.49087587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704781117552779707,14941,1704781117552372859,imu_link,0.009196506529009213,0.005904608896219106,-0.8685174693652189,-0.49553805632754455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012042771838760872,0.032637657012293965,0.012566370614359173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56290171,-0.39814998999999995,9.717409485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
