%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1704780507644091892,8840,1704780507643711484,gnss_link,0,1,36.90411402,118.16644871,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780507743430591,8841,1704780507743139885,gnss_link,0,1,36.90411402,118.16644871,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780507844325278,8842,1704780507843965172,gnss_link,0,1,36.90411402,118.16644872,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780507943888030,8843,1704780507943532287,gnss_link,0,1,36.90411402,118.16644872,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508043814423,8844,1704780508043419057,gnss_link,0,1,36.90411402,118.16644873,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508143473567,8845,1704780508143004092,gnss_link,0,1,36.90411402,118.16644872,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508244081453,8846,1704780508243713214,gnss_link,0,1,36.90411401,118.16644873,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508343588978,8847,1704780508343247709,gnss_link,0,1,36.90411401,118.16644873,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508443373474,8848,1704780508443048082,gnss_link,0,1,36.904114,118.16644873,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508542706378,8849,1704780508542460978,gnss_link,0,1,36.904114,118.16644873,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508643597365,8850,1704780508643349226,gnss_link,0,1,36.904114,118.16644873,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508743230115,8851,1704780508742855918,gnss_link,0,1,36.904114,118.16644873,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508843872813,8852,1704780508843587295,gnss_link,0,1,36.90411399,118.16644873,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780508943710564,8853,1704780508943273741,gnss_link,0,1,36.90411399,118.16644873,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509042789374,8854,1704780509042469871,gnss_link,0,1,36.90411399,118.16644873,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509143427574,8855,1704780509143038465,gnss_link,0,1,36.90411399,118.16644873,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509243783909,8856,1704780509243450429,gnss_link,0,1,36.90411399,118.16644873,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509343118800,8857,1704780509342887918,gnss_link,0,1,36.90411399,118.16644872,4.772253773728095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509442826001,8858,1704780509442498038,gnss_link,0,1,36.90411398,118.1664487,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509542634632,8859,1704780509542174163,gnss_link,0,1,36.90411399,118.16644861,4.7720792408028965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509643430622,8860,1704780509643048584,gnss_link,0,1,36.90411399,118.16644848,4.771904707877697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509743362923,8861,1704780509742932511,gnss_link,0,1,36.904114,118.16644828,4.771904707877697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1704780509843241843,8862,1704780509842795588,gnss_link,0,1,36.90411401,118.16644803,4.771904707877697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
