%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1704780814147479355,11906,1704780814147235139,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.00034906585039886593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09120184499999999,-0.00392266,9.825282634999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780814247239126,11907,1704780814246827512,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,-0.00034906585039886593,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08825984999999999,0.00392266,9.823321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780814347791692,11908,1704780814347624745,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,0.0,-0.00034906585039886593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09022118,-0.000980665,9.82430197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780814447619973,11909,1704780814447283180,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034906585039886593,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.087279185,0.000980665,9.82430197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780814548295481,11910,1704780814548026717,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034906585039886593,0.00017453292519943296,0.0005235987755982988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09022118,0.00196133,9.826263299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780814647729642,11911,1704780814647524994,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08825984999999999,0.0,9.82430197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780814747692255,11912,1704780814747356360,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005235987755982988,-0.00017453292519943296,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08825984999999999,0.00196133,9.826263299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780814846920628,11913,1704780814846741326,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005235987755982988,0.00017453292519943296,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08825984999999999,0.000980665,9.823321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780814948188066,11914,1704780814947771021,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08924051499999999,0.0,9.825282634999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815047481865,11915,1704780815047191013,imu_link,0.004711151202519518,-0.00013825247629465528,-0.999930341469292,-0.010821189846998541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006981317007977319,-0.00034906585039886593,-0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09022118,-0.0,9.823321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815147157911,11916,1704780815146987809,imu_link,0.004623890940533397,-0.00013730822209858092,-0.9999307489514999,-0.010821186640794522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005235987755982988,-0.00017453292519943296,-0.00034906585039886593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08924051499999999,0.000980665,9.826263299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815246765346,11917,1704780815246556523,imu_link,0.004622946596271913,-0.00022456863863963623,-0.9999307331616434,-0.01082159011018596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.00034906585039886593,0.00034906585039886593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08825984999999999,0.000980665,9.82234064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815347560914,11918,1704780815347292905,imu_link,0.004622946596271913,-0.00022456863863963623,-0.9999307331616434,-0.01082159011018596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,-0.0,-0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08924051499999999,-0.000980665,9.823321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815447193382,11919,1704780815446882488,imu_link,0.004622946596271913,-0.00022456863863963623,-0.9999307331616434,-0.01082159011018596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,-0.00034906585039886593,-0.0006981317007977319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08924051499999999,0.00196133,9.825282634999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815547964142,11920,1704780815547758962,imu_link,0.004622946596271913,-0.00022456863863963623,-0.9999307331616434,-0.01082159011018596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017453292519943296,0.0,0.0005235987755982988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08825984999999999,-0.0029419949999999998,9.826263299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815647766678,11921,1704780815647304672,imu_link,0.0047102068576459774,-0.0002255128572725852,-0.9999303255970354,-0.01082160093128416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00034906585039886593,-0.0,-0.00017453292519943296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08825984999999999,0.00392266,9.82430197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815747147563,11922,1704780815746906129,imu_link,0.004623890940533397,-0.00013730822209858092,-0.9999307489514999,-0.010821186640794522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017453292519943296,0.0,0.0005235987755982988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08924051499999999,-0.000980665,9.825282634999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815846539308,11923,1704780815846319776,imu_link,0.00462391483347633,-0.0001365012474677772,-0.9999326222629732,-0.01064667616284101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002967059728390361,-0.0005235987755982988,0.003490658503988659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08237586,-0.057859234999999995,9.823321305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704780815947522965,11924,1704780815947293761,imu_link,0.00462391483347633,-0.0001365012474677772,-0.9999326222629732,-0.01064667616284101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017453292519943296,0.0006981317007977319,-0.0031415926535897933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09904716499999999,-0.024516625,9.82822463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
